sample_id,network,topology_id,split,converged,fold
1711,case33bw,37,train,1,2
1712,case33bw,48,train,1,0
1713,case33bw,0,train,1,0
1714,case33bw,4,selection,1,-1
1715,case33bw,47,train,1,2
1716,case33bw,15,selection,1,-1
1717,case33bw,9,train,1,2
1718,case33bw,31,train,1,2
1719,case33bw,23,train,1,0
1720,case33bw,45,train,1,0
1721,case33bw,30,train,1,2
1722,case33bw,39,test,1,-1
1723,case33bw,57,train,1,2
1724,case33bw,29,calibration,1,-1
1725,case33bw,6,train,1,1
1726,case33bw,43,calibration,1,-1
1727,case33bw,44,selection,1,-1
1728,case33bw,55,train,1,1
1729,case33bw,11,calibration,1,-1
1730,case33bw,56,train,1,1
1731,case33bw,50,train,1,0
1732,case33bw,26,train,1,0
1733,case33bw,42,calibration,1,-1
1734,case33bw,16,test,1,-1
1735,case33bw,35,train,1,2
1736,case33bw,39,test,1,-1
1737,case33bw,14,train,1,1
1738,case33bw,8,selection,1,-1
1739,case33bw,27,calibration,1,-1
1740,case33bw,45,train,1,0
1741,case33bw,43,calibration,1,-1
1742,case33bw,10,train,1,1
1743,case33bw,36,calibration,1,-1
1744,case33bw,49,train,1,0
1745,case33bw,19,test,1,-1
1746,case33bw,19,test,1,-1
1747,case33bw,24,train,1,2
1748,case33bw,43,calibration,1,-1
1749,case33bw,32,train,1,0
1750,case33bw,2,train,1,0
1751,case33bw,38,train,1,1
1752,case33bw,59,selection,1,-1
1753,case33bw,25,test,1,-1
1754,case33bw,6,train,1,1
1755,case33bw,19,test,1,-1
1756,case33bw,23,train,1,0
1757,case33bw,29,calibration,1,-1
1758,case33bw,41,calibration,1,-1
1759,case33bw,48,train,1,0
1760,case33bw,16,test,1,-1
1761,case33bw,55,train,1,1
1762,case33bw,20,selection,1,-1
1763,case33bw,48,train,1,0
1764,case33bw,58,test,1,-1
1765,case33bw,2,train,1,0
1766,case33bw,5,test,1,-1
1767,case33bw,40,train,1,1
1768,case33bw,57,train,1,2
1769,case33bw,48,train,1,0
1770,case33bw,45,train,1,0
1771,case33bw,15,selection,1,-1
1772,case33bw,19,test,1,-1
1773,case33bw,35,train,1,2
1774,case33bw,11,calibration,1,-1
1775,case33bw,17,test,1,-1
1776,case33bw,6,train,1,1
1777,case33bw,25,test,1,-1
1778,case33bw,12,selection,1,-1
1779,case33bw,3,train,1,1
1780,case33bw,52,test,1,-1
1781,case33bw,11,calibration,1,-1
1782,case33bw,15,selection,1,-1
1783,case33bw,12,selection,1,-1
1784,case33bw,59,selection,1,-1
1785,case33bw,16,test,1,-1
1786,case33bw,38,train,1,1
1787,case33bw,6,train,1,1
1788,case33bw,48,train,1,0
1789,case33bw,6,train,1,1
1790,case33bw,41,calibration,1,-1
1791,case33bw,44,selection,1,-1
1792,case33bw,25,test,1,-1
1793,case33bw,30,train,1,2
1794,case33bw,57,train,1,2
1795,case33bw,38,train,1,1
1796,case33bw,49,train,1,0
1797,case33bw,6,train,1,1
1798,case33bw,39,test,1,-1
1799,case33bw,53,selection,1,-1
1800,case33bw,37,train,1,2
1801,case33bw,49,train,1,0
1802,case33bw,33,calibration,1,-1
1803,case33bw,56,train,1,1
1804,case33bw,4,selection,1,-1
1805,case33bw,2,train,1,0
1806,case33bw,8,selection,1,-1
1807,case33bw,50,train,1,0
1808,case33bw,50,train,1,0
1809,case33bw,12,selection,1,-1
1810,case33bw,55,train,1,1
1811,case33bw,55,train,1,1
1812,case33bw,41,calibration,1,-1
1813,case33bw,32,train,1,0
1814,case33bw,2,train,1,0
1815,case33bw,51,train,1,2
1816,case33bw,21,train,1,0
1817,case33bw,20,selection,1,-1
1818,case33bw,16,test,1,-1
1819,case33bw,8,selection,1,-1
1820,case33bw,35,train,1,2
1821,case33bw,11,calibration,1,-1
1822,case33bw,30,train,1,2
1823,case33bw,10,train,1,1
1824,case33bw,45,train,1,0
1825,case33bw,54,train,1,2
1826,case33bw,29,calibration,1,-1
1827,case33bw,21,train,1,0
1828,case33bw,13,train,1,1
1829,case33bw,34,train,1,2
1830,case33bw,5,test,1,-1
1831,case33bw,28,calibration,1,-1
1832,case33bw,24,train,1,2
1833,case33bw,47,train,1,2
1834,case33bw,8,selection,1,-1
1835,case33bw,56,train,1,1
1836,case33bw,22,test,1,-1
1837,case33bw,13,train,1,1
1838,case33bw,51,train,1,2
1839,case33bw,35,train,1,2
1840,case33bw,41,calibration,1,-1
1841,case33bw,44,selection,1,-1
1842,case33bw,23,train,1,0
1843,case33bw,42,calibration,1,-1
1844,case33bw,27,calibration,1,-1
1845,case33bw,17,test,1,-1
1846,case33bw,22,test,1,-1
1847,case33bw,45,train,1,0
1848,case33bw,28,calibration,1,-1
1849,case33bw,33,calibration,1,-1
1850,case33bw,56,train,1,1
1851,case33bw,24,train,1,2
1852,case33bw,17,test,1,-1
1853,case33bw,25,test,1,-1
1854,case33bw,44,selection,1,-1
1855,case33bw,1,train,1,1
1856,case33bw,39,test,1,-1
1857,case33bw,47,train,1,2
1858,case33bw,10,train,1,1
1859,case33bw,1,train,1,1
1860,case33bw,30,train,1,2
1861,case33bw,52,test,1,-1
1862,case33bw,59,selection,1,-1
1863,case33bw,16,test,1,-1
1864,case33bw,18,train,1,0
1865,case33bw,49,train,1,0
1866,case33bw,12,selection,1,-1
1867,case33bw,46,train,1,1
1868,case33bw,43,calibration,1,-1
1869,case33bw,13,train,1,1
1870,case33bw,56,train,1,1
1871,case33bw,38,train,1,1
1872,case33bw,19,test,1,-1
1873,case33bw,52,test,1,-1
1874,case33bw,18,train,1,0
1875,case33bw,42,calibration,1,-1
1876,case33bw,17,test,1,-1
1877,case33bw,28,calibration,1,-1
1878,case33bw,46,train,1,1
1879,case33bw,15,selection,1,-1
1880,case33bw,52,test,1,-1
1881,case33bw,15,selection,1,-1
1882,case33bw,2,train,1,0
1883,case33bw,49,train,1,0
1884,case33bw,17,test,1,-1
1885,case33bw,41,calibration,1,-1
1886,case33bw,13,train,1,1
1887,case33bw,59,selection,1,-1
1888,case33bw,15,selection,1,-1
1889,case33bw,8,selection,1,-1
1890,case33bw,27,calibration,1,-1
1891,case33bw,31,train,1,2
1892,case33bw,59,selection,1,-1
1893,case33bw,53,selection,1,-1
1894,case33bw,38,train,1,1
1895,case33bw,49,train,1,0
1896,case33bw,37,train,1,2
1897,case33bw,34,train,1,2
1898,case33bw,51,train,1,2
1899,case33bw,1,train,1,1
1900,case33bw,21,train,1,0
1901,case33bw,3,train,1,1
1902,case33bw,39,test,1,-1
1903,case33bw,30,train,1,2
1904,case33bw,6,train,1,1
1905,case33bw,11,calibration,1,-1
1906,case33bw,20,selection,1,-1
1907,case33bw,26,train,1,0
1908,case33bw,16,test,1,-1
1909,case33bw,13,train,1,1
1910,case33bw,33,calibration,1,-1
1911,case33bw,17,test,1,-1
1912,case33bw,15,selection,1,-1
1913,case33bw,40,train,1,1
1914,case33bw,26,train,1,0
1915,case33bw,40,train,1,1
1916,case33bw,0,train,1,0
1917,case33bw,24,train,1,2
1918,case33bw,27,calibration,1,-1
1919,case33bw,14,train,1,1
1920,case33bw,4,selection,1,-1
1921,case33bw,3,train,1,1
1922,case33bw,32,train,1,0
1923,case33bw,56,train,1,1
1924,case33bw,50,train,1,0
1925,case33bw,40,train,1,1
1926,case33bw,9,train,1,2
1927,case33bw,59,selection,1,-1
1928,case33bw,59,selection,1,-1
1929,case33bw,20,selection,1,-1
1930,case33bw,4,selection,1,-1
1931,case33bw,45,train,1,0
1932,case33bw,10,train,1,1
1933,case33bw,6,train,1,1
1934,case33bw,45,train,1,0
1935,case33bw,27,calibration,1,-1
1936,case33bw,56,train,1,1
1937,case33bw,29,calibration,1,-1
1938,case33bw,17,test,1,-1
1939,case33bw,54,train,1,2
1940,case33bw,29,calibration,1,-1
1941,case33bw,56,train,1,1
1942,case33bw,45,train,1,0
1943,case33bw,48,train,1,0
1944,case33bw,53,selection,1,-1
1945,case33bw,29,calibration,1,-1
1946,case33bw,19,test,1,-1
1947,case33bw,18,train,1,0
1948,case33bw,15,selection,1,-1
1949,case33bw,5,test,1,-1
1950,case33bw,33,calibration,1,-1
1951,case33bw,29,calibration,1,-1
1952,case33bw,31,train,1,2
1953,case33bw,51,train,1,2
1954,case33bw,8,selection,1,-1
1955,case33bw,45,train,1,0
1956,case33bw,17,test,1,-1
1957,case33bw,4,selection,1,-1
1958,case33bw,23,train,1,0
1959,case33bw,26,train,1,0
1960,case33bw,36,calibration,1,-1
1961,case33bw,42,calibration,1,-1
1962,case33bw,4,selection,1,-1
1963,case33bw,13,train,1,1
1964,case33bw,34,train,1,2
1965,case33bw,21,train,1,0
1966,case33bw,25,test,1,-1
1967,case33bw,32,train,1,0
1968,case33bw,5,test,1,-1
1969,case33bw,1,train,1,1
1970,case33bw,13,train,1,1
1971,case33bw,56,train,1,1
1972,case33bw,39,test,1,-1
1973,case33bw,4,selection,1,-1
1974,case33bw,50,train,1,0
1975,case33bw,6,train,1,1
1976,case33bw,24,train,1,2
1977,case33bw,37,train,1,2
1978,case33bw,7,selection,1,-1
1979,case33bw,14,train,1,1
1980,case33bw,41,calibration,1,-1
1981,case33bw,27,calibration,1,-1
1982,case33bw,13,train,1,1
1983,case33bw,56,train,1,1
1984,case33bw,13,train,1,1
1985,case33bw,18,train,1,0
1986,case33bw,40,train,1,1
1987,case33bw,56,train,1,1
1988,case33bw,41,calibration,1,-1
1989,case33bw,31,train,1,2
1990,case33bw,39,test,1,-1
1991,case33bw,48,train,1,0
1992,case33bw,46,train,1,1
1993,case33bw,8,selection,1,-1
1994,case33bw,12,selection,1,-1
1995,case33bw,41,calibration,1,-1
1996,case33bw,29,calibration,1,-1
1997,case33bw,40,train,1,1
1998,case33bw,37,train,1,2
1999,case33bw,8,selection,1,-1
2000,case33bw,32,train,1,0
2001,case33bw,13,train,1,1
2002,case33bw,54,train,1,2
2003,case33bw,41,calibration,1,-1
2004,case33bw,31,train,1,2
2005,case33bw,17,test,1,-1
2006,case33bw,19,test,1,-1
2007,case33bw,14,train,1,1
2008,case33bw,59,selection,1,-1
2009,case33bw,16,test,1,-1
2010,case33bw,6,train,1,1
2011,case33bw,40,train,1,1
2012,case33bw,58,test,1,-1
2013,case33bw,9,train,1,2
2014,case33bw,51,train,1,2
2015,case33bw,26,train,1,0
2016,case33bw,6,train,1,1
2017,case33bw,15,selection,1,-1
2018,case33bw,5,test,1,-1
2019,case33bw,46,train,1,1
2020,case33bw,17,test,1,-1
2021,case33bw,1,train,1,1
2022,case33bw,33,calibration,1,-1
2023,case33bw,53,selection,1,-1
2024,case33bw,6,train,1,1
2025,case33bw,41,calibration,1,-1
2026,case33bw,52,test,1,-1
2027,case33bw,27,calibration,1,-1
2028,case33bw,47,train,1,2
2029,case33bw,9,train,1,2
2030,case33bw,45,train,1,0
2031,case33bw,41,calibration,1,-1
2032,case33bw,56,train,1,1
2033,case33bw,3,train,1,1
2034,case33bw,17,test,1,-1
2035,case33bw,10,train,1,1
2036,case33bw,57,train,1,2
2037,case33bw,18,train,1,0
2038,case33bw,40,train,1,1
2039,case33bw,9,train,1,2
2040,case33bw,32,train,1,0
2041,case33bw,52,test,1,-1
2042,case33bw,48,train,1,0
2043,case33bw,17,test,1,-1
2044,case33bw,0,train,1,0
2045,case33bw,53,selection,1,-1
2046,case33bw,9,train,1,2
2047,case33bw,11,calibration,1,-1
2048,case33bw,55,train,1,1
2049,case33bw,6,train,1,1
2050,case33bw,32,train,1,0
2051,case33bw,19,test,1,-1
2052,case33bw,57,train,1,2
2053,case33bw,40,train,1,1
2054,case33bw,20,selection,1,-1
2055,case33bw,8,selection,1,-1
2056,case33bw,51,train,1,2
2057,case33bw,54,train,1,2
2058,case33bw,9,train,1,2
2059,case33bw,15,selection,1,-1
2060,case33bw,1,train,1,1
2061,case33bw,34,train,1,2
2062,case33bw,8,selection,1,-1
2063,case33bw,9,train,1,2
2064,case33bw,14,train,1,1
2065,case33bw,1,train,1,1
2066,case33bw,45,train,1,0
2067,case33bw,0,train,1,0
2068,case33bw,21,train,1,0
2069,case33bw,5,test,1,-1
2070,case33bw,26,train,1,0
2071,case33bw,34,train,1,2
2072,case33bw,25,test,1,-1
2073,case33bw,40,train,1,1
2074,case33bw,45,train,1,0
2075,case33bw,46,train,1,1
2076,case33bw,58,test,1,-1
2077,case33bw,32,train,1,0
2078,case33bw,32,train,1,0
2079,case33bw,26,train,1,0
2080,case33bw,53,selection,1,-1
2081,case33bw,15,selection,1,-1
2082,case33bw,2,train,1,0
2083,case33bw,55,train,1,1
2084,case33bw,34,train,1,2
2085,case33bw,19,test,1,-1
2086,case33bw,31,train,1,2
2087,case33bw,44,selection,1,-1
2088,case33bw,8,selection,1,-1
2089,case33bw,12,selection,1,-1
2090,case33bw,19,test,1,-1
2091,case33bw,20,selection,1,-1
2092,case33bw,21,train,1,0
2093,case33bw,2,train,1,0
2094,case33bw,44,selection,1,-1
2095,case33bw,20,selection,1,-1
2096,case33bw,3,train,1,1
2097,case33bw,41,calibration,1,-1
2098,case33bw,43,calibration,1,-1
2099,case33bw,35,train,1,2
2100,case33bw,23,train,1,0
2101,case33bw,12,selection,1,-1
2102,case33bw,17,test,1,-1
2103,case33bw,56,train,1,1
2104,case33bw,37,train,1,2
2105,case33bw,29,calibration,1,-1
2106,case33bw,0,train,1,0
2107,case33bw,16,test,1,-1
2108,case33bw,4,selection,1,-1
2109,case33bw,43,calibration,1,-1
2110,case33bw,3,train,1,1
2111,case33bw,29,calibration,1,-1
2112,case33bw,17,test,1,-1
2113,case33bw,27,calibration,1,-1
2114,case33bw,52,test,1,-1
2115,case33bw,27,calibration,1,-1
2116,case33bw,19,test,1,-1
2117,case33bw,43,calibration,1,-1
2118,case33bw,0,train,1,0
2119,case33bw,45,train,1,0
2120,case33bw,57,train,1,2
2121,case33bw,51,train,1,2
2122,case33bw,47,train,1,2
2123,case33bw,10,train,1,1
2124,case33bw,48,train,1,0
2125,case33bw,51,train,1,2
2126,case33bw,59,selection,1,-1
2127,case33bw,40,train,1,1
2128,case33bw,17,test,1,-1
2129,case33bw,8,selection,1,-1
2130,case33bw,49,train,1,0
2131,case33bw,7,selection,1,-1
2132,case33bw,12,selection,1,-1
2133,case33bw,22,test,1,-1
2134,case33bw,44,selection,1,-1
2135,case33bw,10,train,1,1
2136,case33bw,51,train,1,2
2137,case33bw,56,train,1,1
2138,case33bw,39,test,1,-1
2139,case33bw,6,train,1,1
2140,case33bw,36,calibration,1,-1
2141,case33bw,1,train,1,1
2142,case33bw,47,train,1,2
2143,case33bw,37,train,1,2
2144,case33bw,51,train,1,2
2145,case33bw,22,test,1,-1
2146,case33bw,49,train,1,0
2147,case33bw,33,calibration,1,-1
2148,case33bw,41,calibration,1,-1
2149,case33bw,54,train,1,2
2150,case33bw,27,calibration,1,-1
2151,case33bw,19,test,1,-1
2152,case33bw,21,train,1,0
2153,case33bw,1,train,1,1
2154,case33bw,36,calibration,1,-1
2155,case33bw,5,test,1,-1
2156,case33bw,43,calibration,1,-1
2157,case33bw,49,train,1,0
2158,case33bw,29,calibration,1,-1
2159,case33bw,7,selection,1,-1
2160,case33bw,12,selection,1,-1
2161,case33bw,48,train,1,0
2162,case33bw,52,test,1,-1
2163,case33bw,46,train,1,1
2164,case33bw,35,train,1,2
2165,case33bw,50,train,1,0
2166,case33bw,42,calibration,1,-1
2167,case33bw,57,train,1,2
2168,case33bw,58,test,1,-1
2169,case33bw,58,test,1,-1
2170,case33bw,59,selection,1,-1
2171,case33bw,51,train,1,2
2172,case33bw,12,selection,1,-1
2173,case33bw,10,train,1,1
2174,case33bw,15,selection,1,-1
2175,case33bw,12,selection,1,-1
2176,case33bw,48,train,1,0
2177,case33bw,27,calibration,1,-1
2178,case33bw,22,test,1,-1
2179,case33bw,51,train,1,2
2180,case33bw,17,test,1,-1
2181,case33bw,50,train,1,0
2182,case33bw,38,train,1,1
2183,case33bw,45,train,1,0
2184,case33bw,35,train,1,2
2185,case33bw,42,calibration,1,-1
2186,case33bw,52,test,1,-1
2187,case33bw,58,test,1,-1
2188,case33bw,15,selection,1,-1
2189,case33bw,59,selection,1,-1
2190,case33bw,40,train,1,1
2191,case33bw,3,train,1,1
2192,case33bw,31,train,1,2
2193,case33bw,22,test,1,-1
2194,case33bw,1,train,1,1
2195,case33bw,55,train,1,1
2196,case33bw,26,train,1,0
2197,case33bw,45,train,1,0
2198,case33bw,13,train,1,1
2199,case33bw,49,train,1,0
2200,case33bw,57,train,1,2
2201,case33bw,32,train,1,0
2202,case33bw,15,selection,1,-1
2203,case33bw,52,test,1,-1
2204,case33bw,57,train,1,2
2205,case33bw,43,calibration,1,-1
2206,case33bw,9,train,1,2
2207,case33bw,47,train,1,2
2208,case33bw,22,test,1,-1
2209,case33bw,30,train,1,2
2210,case33bw,16,test,1,-1
2211,case33bw,8,selection,1,-1
2212,case33bw,16,test,1,-1
2213,case33bw,27,calibration,1,-1
2214,case33bw,15,selection,1,-1
2215,case33bw,54,train,1,2
2216,case33bw,4,selection,1,-1
2217,case33bw,31,train,1,2
2218,case33bw,28,calibration,1,-1
2219,case33bw,15,selection,1,-1
2220,case33bw,1,train,1,1
2221,case33bw,27,calibration,1,-1
2222,case33bw,52,test,1,-1
2223,case33bw,54,train,1,2
2224,case33bw,30,train,1,2
2225,case33bw,25,test,1,-1
2226,case33bw,39,test,1,-1
2227,case33bw,52,test,1,-1
2228,case33bw,50,train,1,0
2229,case33bw,59,selection,1,-1
2230,case33bw,43,calibration,1,-1
2231,case33bw,0,train,1,0
2232,case33bw,54,train,1,2
2233,case33bw,20,selection,1,-1
2234,case33bw,44,selection,1,-1
2235,case33bw,40,train,1,1
2236,case33bw,30,train,1,2
2237,case33bw,33,calibration,1,-1
2238,case33bw,19,test,1,-1
2239,case33bw,20,selection,1,-1
2240,case33bw,43,calibration,1,-1
2241,case33bw,46,train,1,1
2242,case33bw,50,train,1,0
2243,case33bw,46,train,1,1
2244,case33bw,51,train,1,2
2245,case33bw,12,selection,1,-1
2246,case33bw,54,train,1,2
2247,case33bw,34,train,1,2
2248,case33bw,22,test,1,-1
2249,case33bw,11,calibration,1,-1
2250,case33bw,53,selection,1,-1
2251,case33bw,45,train,1,0
2252,case33bw,20,selection,1,-1
2253,case33bw,33,calibration,1,-1
2254,case33bw,53,selection,1,-1
2255,case33bw,0,train,1,0
2256,case33bw,13,train,1,1
2257,case33bw,57,train,1,2
2258,case33bw,24,train,1,2
2259,case33bw,49,train,1,0
2260,case33bw,47,train,1,2
2261,case33bw,46,train,1,1
2262,case33bw,28,calibration,1,-1
2263,case33bw,46,train,1,1
2264,case33bw,36,calibration,1,-1
2265,case33bw,27,calibration,1,-1
2266,case33bw,34,train,1,2
2267,case33bw,44,selection,1,-1
2268,case33bw,51,train,1,2
2269,case33bw,19,test,1,-1
2270,case33bw,46,train,1,1
2271,case33bw,21,train,1,0
2272,case33bw,29,calibration,1,-1
2273,case33bw,20,selection,1,-1
2274,case33bw,56,train,1,1
2275,case33bw,54,train,1,2
2276,case33bw,16,test,1,-1
2277,case33bw,19,test,1,-1
2278,case33bw,1,train,1,1
2279,case33bw,44,selection,1,-1
2280,case33bw,14,train,1,1
2281,case33bw,1,train,1,1
2282,case33bw,38,train,1,1
2283,case33bw,57,train,1,2
2284,case33bw,59,selection,1,-1
2285,case33bw,7,selection,1,-1
2286,case33bw,41,calibration,1,-1
2287,case33bw,29,calibration,1,-1
2288,case33bw,9,train,1,2
2289,case33bw,21,train,1,0
2290,case33bw,6,train,1,1
2291,case33bw,19,test,1,-1
2292,case33bw,29,calibration,1,-1
2293,case33bw,20,selection,1,-1
2294,case33bw,58,test,1,-1
2295,case33bw,16,test,1,-1
2296,case33bw,11,calibration,1,-1
2297,case33bw,49,train,1,0
2298,case33bw,4,selection,1,-1
2299,case33bw,40,train,1,1
2300,case33bw,50,train,1,0
2301,case33bw,6,train,1,1
2302,case33bw,38,train,1,1
2303,case33bw,16,test,1,-1
2304,case33bw,35,train,1,2
2305,case33bw,18,train,1,0
2306,case33bw,17,test,1,-1
2307,case33bw,39,test,1,-1
2308,case33bw,35,train,1,2
2309,case33bw,33,calibration,1,-1
2310,case33bw,4,selection,1,-1
2311,case33bw,39,test,1,-1
2312,case33bw,56,train,1,1
2313,case33bw,7,selection,1,-1
2314,case33bw,26,train,1,0
2315,case33bw,41,calibration,1,-1
2316,case33bw,38,train,1,1
2317,case33bw,49,train,1,0
2318,case33bw,49,train,1,0
2319,case33bw,45,train,1,0
2320,case33bw,11,calibration,1,-1
2321,case33bw,11,calibration,1,-1
2322,case33bw,7,selection,1,-1
2323,case33bw,55,train,1,1
2324,case33bw,11,calibration,1,-1
2325,case33bw,53,selection,1,-1
2326,case33bw,34,train,1,2
2327,case33bw,33,calibration,1,-1
2328,case33bw,56,train,1,1
2329,case33bw,47,train,1,2
2330,case33bw,48,train,1,0
2331,case33bw,26,train,1,0
2332,case33bw,53,selection,1,-1
2333,case33bw,54,train,1,2
2334,case33bw,51,train,1,2
2335,case33bw,13,train,1,1
2336,case33bw,50,train,1,0
2337,case33bw,38,train,1,1
2338,case33bw,10,train,1,1
2339,case33bw,43,calibration,1,-1
2340,case33bw,24,train,1,2
2341,case33bw,23,train,1,0
2342,case33bw,9,train,1,2
2343,case33bw,36,calibration,1,-1
2344,case33bw,54,train,1,2
2345,case33bw,56,train,1,1
2346,case33bw,28,calibration,1,-1
2347,case33bw,42,calibration,1,-1
2348,case33bw,31,train,1,2
2349,case33bw,3,train,1,1
2350,case33bw,25,test,1,-1
2351,case33bw,40,train,1,1
2352,case33bw,27,calibration,1,-1
2353,case33bw,7,selection,1,-1
2354,case33bw,15,selection,1,-1
2355,case33bw,3,train,1,1
2356,case33bw,52,test,1,-1
2357,case33bw,30,train,1,2
2358,case33bw,0,train,1,0
2359,case33bw,56,train,1,1
2360,case33bw,21,train,1,0
2361,case33bw,53,selection,1,-1
2362,case33bw,35,train,1,2
2363,case33bw,20,selection,1,-1
2364,case33bw,49,train,1,0
2365,case33bw,16,test,1,-1
2366,case33bw,7,selection,1,-1
2367,case33bw,41,calibration,1,-1
2368,case33bw,58,test,1,-1
2369,case33bw,43,calibration,1,-1
2370,case33bw,12,selection,1,-1
2371,case33bw,2,train,1,0
2372,case33bw,15,selection,1,-1
2373,case33bw,1,train,1,1
2374,case33bw,28,calibration,1,-1
2375,case33bw,39,test,1,-1
2376,case33bw,5,test,0,-1
2377,case33bw,47,train,1,2
2378,case33bw,33,calibration,1,-1
2379,case33bw,6,train,1,1
2380,case33bw,5,test,1,-1
2381,case33bw,35,train,1,2
2382,case33bw,33,calibration,1,-1
2383,case33bw,12,selection,1,-1
2384,case33bw,38,train,1,1
2385,case33bw,44,selection,1,-1
2386,case33bw,6,train,1,1
2387,case33bw,41,calibration,1,-1
2388,case33bw,59,selection,1,-1
2389,case33bw,7,selection,1,-1
2390,case33bw,21,train,1,0
2391,case33bw,23,train,1,0
2392,case33bw,58,test,1,-1
2393,case33bw,49,train,1,0
2394,case33bw,39,test,1,-1
2395,case33bw,56,train,1,1
2396,case33bw,56,train,1,1
2397,case33bw,53,selection,1,-1
2398,case33bw,3,train,1,1
2399,case33bw,4,selection,1,-1
2400,case33bw,44,selection,1,-1
2401,case33bw,59,selection,1,-1
2402,case33bw,29,calibration,1,-1
2403,case33bw,53,selection,1,-1
2404,case33bw,33,calibration,1,-1
2405,case33bw,45,train,1,0
2406,case33bw,10,train,1,1
2407,case33bw,29,calibration,1,-1
2408,case33bw,7,selection,1,-1
2409,case33bw,35,train,1,2
2410,case33bw,56,train,1,1
2411,case33bw,41,calibration,1,-1
2412,case33bw,16,test,1,-1
2413,case33bw,57,train,1,2
2414,case33bw,11,calibration,1,-1
2415,case33bw,57,train,1,2
2416,case33bw,31,train,1,2
2417,case33bw,59,selection,1,-1
2418,case33bw,30,train,1,2
2419,case33bw,6,train,1,1
2420,case33bw,33,calibration,1,-1
2421,case33bw,0,train,1,0
2422,case33bw,59,selection,1,-1
2423,case33bw,41,calibration,1,-1
2424,case33bw,50,train,1,0
2425,case33bw,53,selection,1,-1
2426,case33bw,17,test,1,-1
2427,case33bw,43,calibration,1,-1
2428,case33bw,14,train,1,1
2429,case33bw,41,calibration,1,-1
2430,case33bw,52,test,1,-1
2431,case33bw,8,selection,1,-1
2432,case33bw,30,train,1,2
2433,case33bw,27,calibration,1,-1
2434,case33bw,31,train,1,2
2435,case33bw,54,train,1,2
2436,case33bw,43,calibration,1,-1
2437,case33bw,36,calibration,1,-1
2438,case33bw,36,calibration,1,-1
2439,case33bw,14,train,1,1
2440,case33bw,45,train,1,0
2441,case33bw,30,train,1,2
2442,case33bw,25,test,1,-1
2443,case33bw,21,train,1,0
2444,case33bw,31,train,1,2
2445,case33bw,58,test,1,-1
2446,case33bw,8,selection,1,-1
2447,case33bw,48,train,1,0
2448,case33bw,50,train,1,0
2449,case33bw,52,test,1,-1
2450,case33bw,32,train,1,0
2451,case33bw,10,train,1,1
2452,case33bw,10,train,1,1
2453,case33bw,49,train,1,0
2454,case33bw,15,selection,1,-1
2455,case33bw,26,train,1,0
2456,case33bw,58,test,1,-1
2457,case33bw,30,train,1,2
2458,case33bw,52,test,1,-1
2459,case33bw,23,train,1,0
2460,case33bw,37,train,1,2
2461,case33bw,35,train,1,2
2462,case33bw,23,train,1,0
2463,case33bw,15,selection,1,-1
2464,case33bw,19,test,1,-1
2465,case33bw,44,selection,1,-1
2466,case33bw,55,train,1,1
2467,case33bw,9,train,1,2
2468,case33bw,41,calibration,1,-1
2469,case33bw,16,test,1,-1
2470,case33bw,59,selection,1,-1
2471,case33bw,20,selection,1,-1
2472,case33bw,15,selection,1,-1
2473,case33bw,47,train,1,2
2474,case33bw,25,test,1,-1
2475,case33bw,52,test,1,-1
2476,case33bw,28,calibration,1,-1
2477,case33bw,41,calibration,1,-1
2478,case33bw,31,train,1,2
2479,case33bw,21,train,1,0
2480,case33bw,34,train,1,2
2481,case33bw,16,test,1,-1
2482,case33bw,9,train,1,2
2483,case33bw,33,calibration,1,-1
2484,case33bw,5,test,1,-1
2485,case33bw,43,calibration,1,-1
2486,case33bw,40,train,1,1
2487,case33bw,32,train,1,0
2488,case33bw,46,train,1,1
2489,case33bw,17,test,1,-1
2490,case33bw,46,train,1,1
2491,case33bw,44,selection,1,-1
2492,case33bw,27,calibration,1,-1
2493,case33bw,47,train,1,2
2494,case33bw,41,calibration,1,-1
2495,case33bw,24,train,1,2
2496,case33bw,37,train,1,2
2497,case33bw,20,selection,1,-1
2498,case33bw,35,train,1,2
2499,case33bw,28,calibration,1,-1
2500,case33bw,59,selection,1,-1
2501,case33bw,42,calibration,1,-1
2502,case33bw,14,train,1,1
2503,case33bw,7,selection,1,-1
2504,case33bw,2,train,1,0
2505,case33bw,43,calibration,1,-1
2506,case33bw,28,calibration,1,-1
2507,case33bw,26,train,1,0
2508,case33bw,16,test,1,-1
2509,case33bw,53,selection,1,-1
2510,case33bw,27,calibration,1,-1
2511,case33bw,47,train,1,2
2512,case33bw,47,train,1,2
2513,case33bw,15,selection,1,-1
2514,case33bw,42,calibration,1,-1
2515,case33bw,52,test,1,-1
2516,case33bw,53,selection,1,-1
2517,case33bw,14,train,1,1
2518,case33bw,23,train,1,0
2519,case33bw,52,test,1,-1
2520,case33bw,5,test,0,-1
2521,case33bw,16,test,1,-1
2522,case33bw,48,train,1,0
2523,case33bw,13,train,1,1
2524,case33bw,38,train,1,1
2525,case33bw,45,train,1,0
2526,case33bw,3,train,1,1
2527,case33bw,48,train,1,0
2528,case33bw,40,train,1,1
2529,case33bw,27,calibration,1,-1
2530,case33bw,10,train,1,1
2531,case33bw,16,test,1,-1
2532,case33bw,36,calibration,1,-1
2533,case33bw,51,train,1,2
2534,case33bw,8,selection,1,-1
